Campaign,Audience,Creative_Family,Creative_Version,Platform,Ad_Format,Goal,Completions,Campaign_Traffic,Days_Max_Date,Unnamed: 12,Goal.1
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,208,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,203,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,129,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,130,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,129,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,20,General traffic,139,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,138,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,136,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,138,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,125,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,122,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,115,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,125,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,122,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,110,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,102,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,95,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,96,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,82,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,69,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,66,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,26,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,21,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,12,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),20,General traffic,6,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,192,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,185,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,180,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,200,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,171,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,143,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,194,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,188,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,180,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,167,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,200,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,175,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,151,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,146,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,201,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,209,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,193,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,188,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,181,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,152,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,140,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,117,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,108,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,97,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,88,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,90,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,81,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,69,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,52,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,42,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,21,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,11,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,10,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,3,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),19,General traffic,4,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,213,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,158,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,213,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,193,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,152,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,206,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,196,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,201,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,179,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,152,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,189,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,194,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,182,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,173,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,166,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,195,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,187,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,18,General traffic,138,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,118,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,104,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,88,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,87,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,73,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,76,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,54,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,49,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,48,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,26,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,24,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,18,General traffic,12,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),18,General traffic,6,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,18,General traffic,4,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,209,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,187,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,168,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,159,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,206,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,181,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,178,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,213,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,209,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,193,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,164,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,189,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,189,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,123,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,117,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,102,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,104,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,95,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,90,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,80,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,46,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,41,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,17,General traffic,39,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,41,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,32,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,28,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),17,General traffic,18,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,17,General traffic,5,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,207,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,194,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,161,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,150,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,145,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,16,General traffic,174,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,16,General traffic,153,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,16,General traffic,151,NA,NA
(not set),6,SEM Ads,(not set),Google SEM,CPC,Learn More (Community Mortgage),16,Campaign,187,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,186,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,171,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,196,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,181,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,187,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,165,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,174,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,164,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,143,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),16,Campaign,145,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,133,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,131,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,130,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,124,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,123,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,102,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,108,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,104,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,97,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,81,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,73,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,70,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,69,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,66,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,62,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,55,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,53,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,16,General traffic,47,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,41,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,32,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,27,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),16,General traffic,25,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,16,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,16,General traffic,18,NA,NA
