Date,Audience,Creative_Family,Creative_Version,Platform,Ad_Format,Campaign_Traffic,Total_Sessions,Total_Bounces,Total_Duration
2022-07-29,1,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0.0
2022-08-01,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,4,0,0.0
2022-08-15,6,Trade Media Ads,NA,Trade Media,Chrisman,General traffic,1,0,0.0
2022-10-01,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-10-20,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,5,0,0.0
2022-05-28,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0.0
2022-08-31,3,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-07-20,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,7.0
2022-10-24,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-10-17,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,7,0,0.0
2022-09-13,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,16,0,1.0
2022-08-15,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,7,0,0.0
2022-05-07,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-08-01,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,0.0
2022-08-20,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-05-25,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,6,0,784.999999999998
2022-06-08,4,CloserTwins,Faster,Domain Display,NA,Campaign,4,0,911.0
2022-05-06,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,3,0,0.0
2022-05-23,4,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,1,0,0.0
2022-10-05,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,92.0
2022-06-10,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,7,0,1.0
2022-07-12,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0.0
2022-06-22,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,63.0
2022-10-09,4,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,18,0,0.0
2022-08-21,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,2,0,0.0
2022-08-31,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,4,0,0.0
2022-05-20,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-07-13,2,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0.0
2022-04-30,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0.0
2022-04-23,6,CloserTwins,OTT_30,OTT,Video,Campaign,5,0,0.0
2022-08-14,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,5,0,1255.0
2022-09-24,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,13,0,5.99999999999999
2022-05-26,NA,CompetitiveOpportunity,Cancelingyourlock,LinkedIn,Single image,Campaign,2,0,1540.0
2022-09-23,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-08-16,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,12,0,0.0
2022-06-30,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,9,0,1.0
2022-06-11,4,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,2,0,45.0
2022-08-13,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,1,0,0.0
2022-10-08,1,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0.0
2022-08-14,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,3,0,0.0
2022-10-21,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,11,0,1778.99999999999
2022-07-14,3,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0.0
2022-08-12,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-09-01,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0.0
2022-09-02,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,4,0,0.0
2022-09-19,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,16,0,0.0
2022-08-09,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0.0
2022-10-20,4,CloserTwins,Competitors,Domain Display,NA,Campaign,12,0,1036.99999999999
2022-07-29,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,4,0,0.0
2022-05-16,2,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0.0
2022-05-18,5,CloserTwins,interactive,Domain Display,NA,Campaign,1,0,0.0
2022-10-20,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,73,0,7306.99999999993
2022-04-26,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0.0
2022-07-23,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,6,0,0.0
2022-05-27,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,3,0,25.9999999999999
2022-05-26,1,UnfairAdvantage,All,Facebook,Carousel,Campaign,1,0,0.0
2022-04-27,3,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,0.0
2022-10-05,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-07-26,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-08-08,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,4,0,0.0
2022-09-11,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,16,0,0.0
2022-07-19,4,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-06-04,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0.0
2022-07-04,2,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0.0
2022-05-18,5,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,2,0,0.0
2022-07-15,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-10-19,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,5,0,0.0
2022-09-14,5,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0.0
2022-10-14,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0.0
2022-05-20,3,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,40.0
2022-09-04,4,domain,ad1,LinkedIn,NA,Campaign,6,0,0.0
2022-10-30,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,21,0,4.0
2022-05-09,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,0.0
2022-05-06,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0.0
2022-05-11,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,3,0,0.0
2022-05-23,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0.0
2022-07-09,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,0.0
2022-07-26,4,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,5,0,0.0
2022-10-30,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,8,0,82.0
2022-05-28,3,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-07-01,4,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,2,0,0.0
2022-07-06,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,2,0,0.0
2022-10-19,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,10,0,0.0
2022-08-23,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,8,0,0.0
2022-07-29,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,5,0,0.0
2022-07-20,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,4,0,84.0
2022-05-28,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,7,0,936.0
2022-10-01,3,UnfairAdvantage,1099,User ID Display,Single image,Campaign,17,0,8.99999999999999
2022-05-12,4,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0.0
2022-08-03,3,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0.0
2022-05-06,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-07-04,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0.0
2022-07-03,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,6,0,24.0
2022-10-19,3,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-10-19,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,20,0,362.0
2022-07-17,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0.0
2022-05-12,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,6,0,0.0
2022-08-29,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,1,0,0.0
2022-10-05,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0.0
2022-09-18,4,UnfairAdvantage,1099,User ID Display,NA,Campaign,23,0,0.0
2022-04-27,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-08-06,3,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,2,0,0.0
2022-08-03,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,6,0,0.0
2022-05-01,4,CloserTwins,Faceoff1,LinkedIn,Video,Campaign,1,0,0.0
2022-08-31,4,domain,ad1,LinkedIn,NA,Campaign,15,0,2.0
2022-06-22,6,Trade Media Ads,Rate Lock,Trade Media,Scotsman,Campaign,1,0,879.0
2022-05-28,4,CloserTwins,Competitors,Domain Display,NA,Campaign,4,0,0.0
2022-06-19,1,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0.0
2022-05-18,5,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,4,0,0.0
2022-08-22,1,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0.0
2022-09-16,3,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-08-01,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0.0
2022-07-28,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-05-16,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-09-11,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,10,0,0.0
2022-06-29,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-06-20,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,4,0,528.0
2022-06-25,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,5,0,0.0
2022-09-30,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,3,0,0.0
2022-06-28,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,2.0
2022-08-27,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,1,0,0.0
2022-06-17,4,CloserTwins,interactive,Domain Display,NA,Campaign,1,0,0.0
2022-06-13,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0.0
2022-06-27,1,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0.0
2022-09-01,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0.0
2022-06-23,5,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,4,0,0.0
2022-09-13,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-08-04,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,6,0,1613.0
2022-08-12,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0.0
2022-04-26,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,4,0,0.0
2022-08-03,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-08-17,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0.0
2022-05-30,4,CloserTwins,interactive,Domain Display,NA,Campaign,3,0,13.0
2022-07-29,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,3,0,0.0
2022-08-17,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,2,0,0.0
2022-08-22,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,6,0,0.0
2022-09-22,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,10,0,0.0
2022-10-16,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,277.0
2022-09-06,3,UnfairAdvantage,1099,User ID Display,Single image,Campaign,7,0,0.0
2022-10-13,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,3,0,0.0
2022-07-01,6,Trade Media Ads,NA,Trade Media,Chrisman,General traffic,3,0,625.0
2022-09-17,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,9,0,0.0
2022-07-04,1,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0.0
2022-05-24,4,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,1,0,0.0
2022-07-31,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,4,0,0.0
2022-06-06,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-07-24,3,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0.0
2022-09-12,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,2,0,0.0
2022-08-06,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,4,0,0.0
2022-07-25,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-07-01,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-08-08,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,10,10,0.0
2022-06-24,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,5,0,0.0
2022-04-26,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,7,0,25.9999999999999
2022-09-03,4,domain,ad1,LinkedIn,NA,Campaign,12,0,131.0
2022-05-02,6,Trade Media Ads,728x90,Trade Media,National_mortgage_news,Campaign,3,0,0.0
2022-10-17,4,UnfairAdvantage,NoDTI,Domain Display,NA,Campaign,27,0,1042.99999999999
2022-10-22,3,UnfairAdvantage,1099,User ID Display,Single image,Campaign,14,0,0.0
2022-10-25,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,1,0,0.0
2022-09-29,NA,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0.0
2022-09-17,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-07-05,NA,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0.0
2022-06-26,1,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-06-12,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-08-08,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,0.0
2022-07-23,NA,NA,NA,NA,NA,General traffic,271,50,36457.9999999999
2022-08-11,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,2,0,0.0
2022-08-26,NA,NA,08-29-2022,NA,NA,General traffic,2,0,24.0
2022-05-13,3,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0.0
2022-07-06,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,2,0,0.0
2022-08-26,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-07-14,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-09-11,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,4,0,0.0
2022-05-11,3,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0.0
2022-06-25,3,CloserTwins,MoreLoans,Facebook,Video,Campaign,1,0,0.0
2022-08-12,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,3,0,0.0
2022-06-05,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,4,0,0.0
2022-10-23,5,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,9,0,1919.0
2022-05-26,NA,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,1,0,0.0
2022-10-21,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,120,0,17541.9999999999
2022-08-15,5,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0.0
2022-05-22,1,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0.0
2022-06-12,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0.0
2022-05-20,1,CloserTwins,Faceoff1,LinkedIn,Video,Campaign,1,0,0.0
2022-08-09,1,CloserTwins,Faceoff1,LinkedIn,Video,Campaign,1,0,16.0
2022-06-02,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,80.0
2022-07-24,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,3,0,21.9999999999999
2022-04-26,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-06-08,NA,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,1439.0
2022-05-13,3,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0.0
2022-08-18,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,2,0,0.0
2022-07-12,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0.0
2022-08-28,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-08-04,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-08-29,NA,NA,08-30-2022,NA,NA,General traffic,2,0,0.0
2022-07-15,5,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-10-25,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,4,0,0.0
2022-05-05,NA,CloseFaster,3steps,LinkedIn,Single image,Campaign,3,0,0.0
2022-06-09,5,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,3,0,348.0
2022-08-31,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,2,0,0.0
2022-05-11,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0.0
2022-09-18,1,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,507.0
2022-05-12,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0.0
2022-09-01,1,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-09-04,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,6,0,183.999999999999
2022-05-25,6,Trade Media Ads,ROS5,Trade Media,Housingwire,Campaign,1,0,0.0
2022-05-02,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,2,0,3.0
2022-07-03,4,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,2,0,0.0
2022-08-15,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,10,0,0.0
2022-10-29,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,20,0,0.0
2022-09-30,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,13,0,0.0
2022-10-18,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-08-25,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0.0
2022-09-23,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,2,0,0.0
2022-07-14,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,18.0
2022-08-17,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,19.0
2022-06-07,3,CloserTwins,Faceoff2,Facebook,Video,Campaign,2,0,0.0
2022-06-14,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,7,0,0.0
2022-06-20,6,Trade Media Ads,300x250,Trade Media,National_mortgage_news,Campaign,3,0,379.999999999998
2022-10-01,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0.0
2022-06-29,6,Trade Media Ads,300x250,Trade Media,National_mortgage_news,Campaign,1,0,0.0
2022-06-08,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,4,0,0.0
2022-09-05,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0.0
2022-08-11,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,17,17,0.0
2022-10-17,NA,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0.0
2022-08-26,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,2,0,0.0
2022-09-04,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0.0
2022-09-24,5,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0.0
2022-10-24,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,3,0,27.0
2022-06-30,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,5,0,0.0
2022-08-19,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,0.0
2022-06-03,NA,newsletter,300x250,NA,NA,General traffic,1,0,54.0
2022-04-10,6,CompetitiveOpportunity,Cancelingyourlock,LinkedIn,Single image,Campaign,5,0,0.0
2022-08-30,5,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-09-23,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,15,0,0.0
2022-07-18,4,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0.0
2022-07-24,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,3,0,0.0
2022-10-15,4,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,10,0,1.99999999999999
2022-09-10,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,5,0,1.0
2022-08-21,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,5,0,0.0
2022-09-21,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,11,0,0.0
2022-07-02,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0.0
2022-08-23,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-07-31,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0.0
2022-09-25,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,29,0,0.0
2022-08-09,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0.0
2022-04-29,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,4,0,46.0
2022-08-20,5,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0.0
2022-08-15,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-09-04,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0.0
2022-06-12,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,3,0,0.0
2022-10-11,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,4,0,0.0
2022-04-23,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0.0
2022-05-19,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-06-11,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-10-30,4,UnfairAdvantage,1099,User ID Display,NA,Campaign,26,0,0.0
2022-04-28,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0.0
2022-06-28,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0.0
2022-09-16,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,20,20,0.0
2022-07-05,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0.0
2022-07-29,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,3,0,0.0
2022-08-02,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,5,0,0.0
2022-09-15,6,Trade Media Ads,NA,Trade Media,Chrisman,General traffic,1,0,0.0
2022-07-05,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,8,0,3.0
2022-08-20,NA,NA,NA,NA,NA,General traffic,220,40,33803.9999999999
2022-09-01,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,99,0,9610.99999999997
2022-05-20,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0.0
2022-10-19,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,47,0,1408.99999999999
2022-06-18,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,10,0,0.0
2022-08-29,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-05-15,5,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,1,0,0.0
2022-06-05,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0.0
2022-07-02,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,3,0,0.0
2022-09-15,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-07-13,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0.0
2022-06-27,4,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0.0
2022-06-16,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0.0
2022-08-21,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-08-12,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0.0
2022-07-16,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,7,0,0.0
2022-07-08,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,3,0,0.0
2022-07-14,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-06-30,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-07-30,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-10-16,3,UnfairAdvantage,1099,Domain Display,Single image,Campaign,2,0,0.0
2022-08-09,3,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,11,0,0.0
2022-08-04,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,18,0,0.0
2022-08-08,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0.0
2022-06-26,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-09-17,4,CloserTwins,Competitors,Domain Display,NA,Campaign,5,0,0.0
2022-06-18,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,9,0,299.999999999999
2022-05-24,4,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0.0
2022-06-24,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,8,0,0.0
2022-08-16,5,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-10-10,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,115,0,8289.99999999999
2022-08-17,3,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,2,0,0.0
2022-05-19,1,UnfairAdvantage,All,Facebook,Carousel,Campaign,1,0,0.0
2022-05-20,4,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-08-14,5,CloserTwins,Competitors,Domain Display,NA,Campaign,4,0,0.0
2022-09-13,4,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,17,0,0.0
2022-08-02,4,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,1,0,0.0
2022-10-12,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,13,0,0.0
2022-10-14,1,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,0.0
2022-07-12,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,189.0
