Date,Audience,Creative_Family,Creative_Version,Platform,Ad_Format,Campaign_Traffic,Total_Sessions,Total_Bounces,Total_Duration
2022-10-10,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,4,0,0.0
2022-09-07,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0.0
2022-09-19,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,11,0,0.0
2022-10-02,5,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-07-14,5,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,3,0,0.0
2022-10-01,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0.0
2022-04-20,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,0.0
2022-06-30,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-10-20,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,18,0,83.9999999999998
2022-06-09,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-08-03,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,5,0,442.0
2022-07-11,3,CloserTwins,Cutdown1A,Facebook,Video,Campaign,2,0,0.0
2022-06-09,1,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0.0
2022-08-16,3,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,8,0,0.0
2022-10-29,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,21,0,2998.99999999999
2022-06-24,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,219.0
2022-05-25,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-09-29,4,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,13,0,0.0
2022-10-23,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,13,0,0.0
2022-09-27,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,11,0,0.0
2022-05-05,2,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,0.0
2022-07-24,3,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0.0
2022-08-10,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-10-16,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-06-06,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,3,0,0.0
2022-08-12,4,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0.0
2022-09-01,5,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0.0
2022-10-26,NA,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0.0
2022-06-06,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0.0
2022-06-25,3,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0.0
2022-06-09,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,3,0,0.0
2022-10-27,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,3,0,0.0
2022-07-12,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,3,0,0.0
2022-07-02,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0.0
2022-10-03,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,4,0,0.0
2022-05-21,1,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0.0
2022-08-07,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,3,0,0.0
2022-07-24,4,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,1,0,0.0
2022-04-22,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-10-01,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-04-27,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0.0
2022-06-27,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0.0
2022-09-15,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,3,0,0.0
2022-05-16,1,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,2,0,0.0
2022-06-01,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-05-02,5,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-07-07,3,CloserTwins,MoreLoans,Facebook,Video,Campaign,2,0,23.0
2022-06-29,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,8,0,0.0
2022-09-09,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,18,0,0.0
2022-04-26,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,32.0
2022-04-25,6,UnfairAdvantage,1099,Facebook,Single image,Campaign,1,0,0.0
2022-05-08,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,3,0,0.0
2022-08-03,4,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,1,0,0.0
2022-09-04,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0.0
2022-05-16,1,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-06-26,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-04-28,3,UnfairAdvantage,1page,Facebook,Single image,Campaign,2,0,0.0
2022-10-15,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-06-30,3,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0.0
2022-08-14,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,12,0,0.0
2022-04-29,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0.0
2022-10-26,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0.0
2022-05-06,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,3,0,1108.0
2022-09-02,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,1,0,0.0
2022-06-25,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,3,0,0.0
2022-09-05,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0.0
2022-06-02,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,3,0,0.0
2022-05-10,2,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0.0
2022-09-28,NA,domain,ad1,LinkedIn,NA,Campaign,1,0,0.0
2022-06-10,4,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,3,0,0.0
2022-05-26,1,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,1,0,0.0
2022-06-11,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0.0
2022-07-13,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0.0
2022-05-16,4,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,1,0,0.0
2022-07-11,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0.0
2022-04-20,2,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,1,0,0.0
2022-10-12,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,50.0
2022-09-30,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0.0
2022-07-03,3,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0.0
2022-08-11,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-09-06,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-09-18,3,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0.0
2022-07-02,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,5,0,184.0
2022-09-14,4,CloseFaster,MoreAll,Domain Display,NA,Campaign,2,0,0.0
2022-08-28,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,4,0,0.0
2022-06-22,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,7,0,15.9999999999999
2022-06-27,3,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0.0
2022-06-22,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0.0
2022-04-19,3,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-08-03,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-07-01,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0.0
2022-07-19,NA,NA,NA,NA,NA,General traffic,2962,343,778708.999999999
2022-07-12,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,5,0,0.0
2022-06-22,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,3,0,0.0
2022-09-03,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,2,0,0.0
2022-10-23,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,15,0,0.0
2022-05-12,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0.0
2022-05-16,5,CloserTwins,Namaste,LinkedIn,Video,Campaign,1,0,204.0
2022-05-06,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,3,0,0.0
2022-06-30,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-05-11,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,81.0
2022-07-17,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,21,0,3049.99999999999
2022-05-04,NA,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0.0
2022-10-08,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,2,0,0.0
2022-10-31,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,24,24,0.0
2022-10-14,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,36,36,0.0
2022-10-25,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,1,0,0.0
2022-09-26,NA,NA,227112117,NA,NA,General traffic,3,0,0.0
2022-05-06,4,CloserTwins,Competitors,Domain Display,NA,Campaign,4,0,0.0
2022-05-05,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,40.0
2022-04-22,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,0.0
2022-10-04,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-05-07,3,UnfairAdvantage,All,Facebook,Carousel,Campaign,1,0,0.0
2022-10-04,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,3,0,0.0
2022-04-28,4,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,3,0,0.0
2022-07-04,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,4,0,0.0
2022-06-02,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,3,0,0.0
2022-06-26,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-08-05,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0.0
2022-10-17,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,16,0,0.0
2022-04-28,4,CloserTwins,Faster,Domain Display,NA,Campaign,2,0,0.0
2022-06-28,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,8,0,911.0
2022-09-24,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,3,0,0.0
2022-04-07,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,16,1,161.0
2022-07-10,5,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0.0
2022-09-18,4,CloserTwins,Competitors,Domain Display,NA,Campaign,6,0,3.0
2022-08-19,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0.0
2022-06-25,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,1686.0
2022-09-17,5,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0.0
2022-06-12,3,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0.0
2022-09-15,3,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0.0
2022-06-13,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,7,0,0.0
2022-07-30,3,CloserTwins,Faceoff1,Facebook,Video,Campaign,2,0,0.0
2022-08-24,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,3,0,0.0
2022-10-28,4,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,36,0,0.0
2022-10-18,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,16,0,0.0
2022-09-30,3,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-08-01,3,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0.0
2022-10-23,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,19,0,105.0
2022-08-01,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,4,0,0.0
2022-06-03,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0.0
2022-05-02,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,11,0,414.999999999999
2022-06-11,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-09-09,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,7,0,0.0
2022-09-14,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,5,0,1.0
2022-07-25,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,5,0,0.0
2022-04-06,6,CloserTwins,OTT_15,OTT,Video,Campaign,14,1,35.9999999999999
2022-09-24,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-10-07,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,10,0,0.0
2022-09-14,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,3,0,311.0
2022-05-25,1,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0.0
2022-10-11,5,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0.0
2022-09-03,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0.0
2022-07-05,3,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0.0
2022-08-26,4,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-05-13,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,1,0,0.0
2022-07-17,NA,NA,NA,NA,NA,General traffic,229,26,41178.9999999999
2022-08-07,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,2,0,0.0
2022-07-07,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0.0
2022-05-13,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,3,0,0.0
2022-07-21,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0.0
2022-09-11,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-04-13,6,Trade Media Ads,Rate Lock,Trade Media,Nmn,Campaign,2,0,0.0
2022-06-01,1,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,23.0
2022-07-04,2,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0.0
2022-08-20,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,5,0,0.0
2022-08-21,4,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-06-17,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0.0
2022-07-18,NA,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,2.0
2022-05-03,2,UnfairAdvantage,1099,Facebook,Single image,Campaign,1,0,0.0
2022-08-26,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0.0
2022-09-06,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0.0
2022-05-08,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,8,0,17.0
2022-06-18,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,0.0
2022-08-30,NA,August,August,NA,NA,General traffic,16,0,3508.0
2022-05-08,NA,NA,NA,NA,NA,General traffic,142,2,7173.99999999997
2022-07-21,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-09-02,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,4,0,0.0
2022-10-26,NA,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0.0
2022-04-25,3,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-06-10,2,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,30.0
2022-06-23,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,6,0,1535.0
2022-07-27,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-05-14,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,12,0,0.0
2022-08-28,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,5,0,0.0
2022-07-22,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,58,0,6868.0
2022-07-20,1,CloserTwins,Namaste,Facebook,Video,Campaign,2,0,61.0
2022-08-07,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,4,0,0.0
2022-06-26,4,CloserTwins,interactive,Domain Display,NA,Campaign,1,0,0.0
2022-10-06,4,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0.0
2022-05-16,5,CloserTwins,Faceoff1,LinkedIn,Video,Campaign,1,0,0.0
2022-09-19,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-05-18,4,CloserTwins,Competitors,Domain Display,NA,Campaign,4,0,0.0
2022-04-21,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-05-12,5,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0.0
2022-05-30,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,22.0
2022-07-16,1,CloseFaster,NoDTI,Facebook,Single image,Campaign,1,0,0.0
2022-07-19,4,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,3,0,0.0
2022-04-26,1,CloserTwins,EarlyBird,Facebook,Single image,Campaign,3,0,92.0
2022-09-17,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0.0
2022-10-15,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-10-09,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0.0
2022-10-19,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,14,0,0.0
2022-07-09,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-05-17,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,6,0,82.0
2022-09-03,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,18,0,21.9999999999999
2022-08-27,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,1,0,0.0
2022-05-30,1,CloserTwins,Namaste,LinkedIn,Video,Campaign,1,0,0.0
2022-09-07,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,27,27,0.0
2022-05-01,NA,NA,NA,NA,NA,General traffic,153,4,12824.9999999999
2022-08-13,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,5,0,0.0
2022-08-24,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,126,0,18355.9999999999
2022-04-19,6,CloserTwins,OTT_30,OTT,Video,Campaign,33,0,113.999999999999
2022-06-30,4,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,110.0
2022-08-16,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,8,0,315.0
2022-06-29,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,7,0,0.0
2022-07-06,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,0.0
2022-07-31,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,3,0,0.0
2022-09-16,3,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,44,0,0.0
2022-04-22,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,3,0,16.9999999999999
2022-10-21,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,17,0,0.0
2022-06-17,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-09-18,4,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,8,0,0.0
2022-07-26,NA,NA,NA,NA,NA,General traffic,2108,306,649142.999999999
2022-10-22,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,11,0,0.0
2022-06-20,3,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,22.0
2022-06-25,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,4,0,0.0
2022-08-27,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0.0
2022-09-26,NA,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0.0
2022-09-12,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,2,0,0.0
2022-08-01,3,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0.0
2022-06-17,6,Trade Media Ads,NA,Trade Media,Chrisman,General traffic,1,0,0.0
2022-08-06,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0.0
2022-09-06,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,2,2,0.0
2022-05-09,4,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0.0
2022-05-17,NA,CloserTwins,Paperwork,LinkedIn,Video,Campaign,2,0,0.0
2022-08-13,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,8,0,0.0
2022-10-16,4,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,26,0,0.0
2022-08-17,3,UnfairAdvantage,1099,User ID Display,Single image,Campaign,8,0,0.0
2022-05-24,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-08-02,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,30,0,0.0
2022-04-05,NA,newsletter,300x250,NA,NA,Campaign,1,0,0.0
2022-07-23,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-04-25,NA,NA,NA,NA,NA,General traffic,1770,3,177801.999999999
2022-05-15,3,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-09-08,1,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0.0
2022-04-12,NA,CompetitiveOpportunity,Cancelingyourlock,LinkedIn,Single image,Campaign,1,0,0.0
2022-09-10,3,UnfairAdvantage,1099,User ID Display,Single image,Campaign,15,0,0.0
2022-06-12,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,3,0,0.0
2022-05-15,2,UnfairAdvantage,1page,Facebook,Single image,Campaign,1,0,0.0
2022-07-02,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-08-27,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,3,0,0.0
2022-09-22,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,7,0,0.0
2022-06-26,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,0.0
2022-09-20,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,9,0,0.0
2022-10-13,1,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,356.0
2022-09-20,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-05-24,5,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0.0
2022-07-13,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0.0
2022-07-08,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,8,0,0.0
2022-05-05,5,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,1,0,0.0
2022-10-12,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,27,0,76.9999999999999
2022-09-22,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-08-02,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,95,0,11404.9999999999
2022-05-23,5,CloserTwins,interactive,Domain Display,NA,Campaign,1,0,0.0
2022-08-09,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,6,0,0.0
2022-07-31,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0.0
2022-05-24,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-06-10,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,5,0,845.0
2022-07-01,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0.0
2022-05-26,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,2,0,0.0
2022-08-15,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,9,0,0.0
2022-09-25,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,16,0,728.999999999996
2022-05-01,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,165.0
2022-06-24,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,3,0,0.0
2022-07-15,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0.0
2022-07-12,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,5,0,0.0
2022-06-30,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,3,0,0.0
2022-07-23,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,3,0,0.0
2022-09-30,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0.0
2022-06-22,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0.0
2022-05-18,4,CloserTwins,Faceoff1,LinkedIn,Video,Campaign,1,0,0.0
2022-10-24,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,11,0,0.0
2022-10-21,NA,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0.0
2022-05-03,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,108.0
2022-07-12,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,8,0,0.0
2022-07-03,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0.0
2022-05-25,4,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,2,0,0.0
2022-09-14,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0.0
2022-05-07,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,6,0,0.0
2022-05-31,3,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0.0
2022-04-21,4,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,1,0,0.0
2022-10-18,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,7,0,0.0
2022-07-17,1,UnfairAdvantage,1099,Facebook,Single image,Campaign,1,0,0.0
2022-04-23,4,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,2,0,0.0
2022-09-27,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,7,0,0.0
2022-09-04,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,14,0,233.0
2022-09-03,3,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-07-26,6,Trade Media Ads,NA,Trade Media,Chrisman,General traffic,1,0,0.0
2022-07-05,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,2,0,0.0
2022-07-19,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0.0
